,STATION,DATE,CLDD,HTDD,TAVG,TMAX,TMIN,dt,doy
584,USW00093738,2011-08-08,,,,92,73,2011-08-08,220
585,USW00093738,2011-08-09,,,,93,69,2011-08-09,221
586,USW00093738,2011-08-10,,,,92,68,2011-08-10,222
587,USW00093738,2011-08-11,,,,87,66,2011-08-11,223
588,USW00093738,2011-08-12,,,,88,62,2011-08-12,224
589,USW00093738,2011-08-13,,,,84,63,2011-08-13,225
590,USW00093738,2011-08-14,,,,88,67,2011-08-14,226
591,USW00093738,2011-08-15,,,,84,66,2011-08-15,227
592,USW00093738,2011-08-16,,,,87,66,2011-08-16,228
593,USW00093738,2011-08-17,,,,90,59,2011-08-17,229
594,USW00093738,2011-08-18,,,,92,69,2011-08-18,230
595,USW00093738,2011-08-19,,,,87,65,2011-08-19,231
596,USW00093738,2011-08-20,,,,89,63,2011-08-20,232
597,USW00093738,2011-08-21,,,,89,73,2011-08-21,233
598,USW00093738,2011-08-22,,,,83,60,2011-08-22,234
599,USW00093738,2011-08-23,,,,82,52,2011-08-23,235
600,USW00093738,2011-08-24,,,,87,56,2011-08-24,236
601,USW00093738,2011-08-25,,,,81,66,2011-08-25,237
602,USW00093738,2011-08-26,,,,88,64,2011-08-26,238
603,USW00093738,2011-08-27,,,,79,70,2011-08-27,239
604,USW00093738,2011-08-28,,,,85,67,2011-08-28,240
605,USW00093738,2011-08-29,,,,78,61,2011-08-29,241
606,USW00093738,2011-08-30,,,,83,55,2011-08-30,242
607,USW00093738,2011-08-31,,,,83,54,2011-08-31,243
608,USW00093738,2011-09-01,,,,81,59,2011-09-01,244
609,USW00093738,2011-09-02,,,,80,66,2011-09-02,245
610,USW00093738,2011-09-03,,,,80,68,2011-09-03,246
611,USW00093738,2011-09-04,,,,88,68,2011-09-04,247
612,USW00093738,2011-09-05,,,,80,63,2011-09-05,248
613,USW00093738,2011-09-06,,,,63,61,2011-09-06,249
614,USW00093738,2011-09-07,,,,72,61,2011-09-07,250
615,USW00093738,2011-09-08,,,,75,68,2011-09-08,251
616,USW00093738,2011-09-09,,,,84,68,2011-09-09,252
617,USW00093738,2011-09-10,,,,83,64,2011-09-10,253
618,USW00093738,2011-09-11,,,,83,63,2011-09-11,254
619,USW00093738,2011-09-12,,,,83,59,2011-09-12,255
620,USW00093738,2011-09-13,,,,84,58,2011-09-13,256
621,USW00093738,2011-09-14,,,,88,62,2011-09-14,257
622,USW00093738,2011-09-15,,,,74,50,2011-09-15,258
623,USW00093738,2011-09-16,,,,62,42,2011-09-16,259
624,USW00093738,2011-09-17,,,,64,49,2011-09-17,260
625,USW00093738,2011-09-18,,,,69,52,2011-09-18,261
626,USW00093738,2011-09-19,,,,69,58,2011-09-19,262
627,USW00093738,2011-09-20,,,,73,63,2011-09-20,263
628,USW00093738,2011-09-21,,,,77,65,2011-09-21,264
629,USW00093738,2011-09-22,,,,79,67,2011-09-22,265
630,USW00093738,2011-09-23,,,,73,65,2011-09-23,266
631,USW00093738,2011-09-24,,,,76,63,2011-09-24,267
632,USW00093738,2011-09-25,,,,76,66,2011-09-25,268
633,USW00093738,2011-09-26,,,,80,69,2011-09-26,269
634,USW00093738,2011-09-27,,,,79,69,2011-09-27,270
635,USW00093738,2011-09-28,,,,80,64,2011-09-28,271
636,USW00093738,2011-09-29,,,,76,56,2011-09-29,272
637,USW00093738,2011-09-30,,,,73,54,2011-09-30,273
638,USW00093738,2011-10-01,,,,57,46,2011-10-01,274
639,USW00093738,2011-10-02,,,,50,44,2011-10-02,275
640,USW00093738,2011-10-03,,,,51,44,2011-10-03,276
641,USW00093738,2011-10-04,,,,68,44,2011-10-04,277
642,USW00093738,2011-10-05,,,,74,52,2011-10-05,278
643,USW00093738,2011-10-06,,,,70,46,2011-10-06,279
644,USW00093738,2011-10-07,,,,74,42,2011-10-07,280
645,USW00093738,2011-10-08,,,,74,45,2011-10-08,281
646,USW00093738,2011-10-09,,,,80,45,2011-10-09,282
647,USW00093738,2011-10-10,,,,81,49,2011-10-10,283
648,USW00093738,2011-10-11,,,,70,55,2011-10-11,284
649,USW00093738,2011-10-12,,,,65,62,2011-10-12,285
650,USW00093738,2011-10-13,,,,73,61,2011-10-13,286
651,USW00093738,2011-10-14,,,,70,55,2011-10-14,287
652,USW00093738,2011-10-15,,,,71,47,2011-10-15,288
653,USW00093738,2011-10-16,,,,71,44,2011-10-16,289
654,USW00093738,2011-10-17,,,,71,47,2011-10-17,290
655,USW00093738,2011-10-18,,,,73,48,2011-10-18,291
656,USW00093738,2011-10-19,,,,66,60,2011-10-19,292
657,USW00093738,2011-10-20,,,,65,45,2011-10-20,293
658,USW00093738,2011-10-21,,,,59,42,2011-10-21,294
659,USW00093738,2011-10-22,,,,59,39,2011-10-22,295
660,USW00093738,2011-10-23,,,,65,35,2011-10-23,296
661,USW00093738,2011-10-24,,,,67,42,2011-10-24,297
662,USW00093738,2011-10-25,,,,68,44,2011-10-25,298
663,USW00093738,2011-10-26,,,,61,49,2011-10-26,299
664,USW00093738,2011-10-27,,,,64,42,2011-10-27,300
665,USW00093738,2011-10-28,,,,51,36,2011-10-28,301
666,USW00093738,2011-10-29,,,,39,33,2011-10-29,302
667,USW00093738,2011-10-30,,,,51,31,2011-10-30,303
668,USW00093738,2011-10-31,,,,55,28,2011-10-31,304
669,USW00093738,2011-11-01,,,,60,36,2011-11-01,305
670,USW00093738,2011-11-02,,,,61,31,2011-11-02,306
671,USW00093738,2011-11-03,,,,65,37,2011-11-03,307
672,USW00093738,2011-11-04,,,,56,41,2011-11-04,308
673,USW00093738,2011-11-05,,,,53,30,2011-11-05,309
674,USW00093738,2011-11-06,,,,58,27,2011-11-06,310
675,USW00093738,2011-11-07,,,,67,32,2011-11-07,311
676,USW00093738,2011-11-08,,,,69,31,2011-11-08,312
677,USW00093738,2011-11-09,,,,65,30,2011-11-09,313
678,USW00093738,2011-11-10,,,,54,38,2011-11-10,314
679,USW00093738,2011-11-11,,,,50,30,2011-11-11,315
680,USW00093738,2011-11-12,,,,62,29,2011-11-12,316
681,USW00093738,2011-11-13,,,,63,32,2011-11-13,317
682,USW00093738,2011-11-14,,,,73,53,2011-11-14,318
683,USW00093738,2011-11-15,,,,66,56,2011-11-15,319
684,USW00093738,2011-11-16,,,,58,52,2011-11-16,320
685,USW00093738,2011-11-17,,,,52,36,2011-11-17,321
686,USW00093738,2011-11-18,,,,46,27,2011-11-18,322
687,USW00093738,2011-11-19,,,,55,29,2011-11-19,323
688,USW00093738,2011-11-20,,,,64,48,2011-11-20,324
689,USW00093738,2011-11-21,,,,62,49,2011-11-21,325
690,USW00093738,2011-11-22,,,,53,48,2011-11-22,326
691,USW00093738,2011-11-23,,,,61,44,2011-11-23,327
692,USW00093738,2011-11-24,,,,61,32,2011-11-24,328
693,USW00093738,2011-11-25,,,,66,29,2011-11-25,329
694,USW00093738,2011-11-26,,,,67,31,2011-11-26,330
695,USW00093738,2011-11-27,,,,70,37,2011-11-27,331
696,USW00093738,2011-11-28,,,,70,51,2011-11-28,332
697,USW00093738,2011-11-29,,,,64,43,2011-11-29,333
698,USW00093738,2011-11-30,,,,50,36,2011-11-30,334
699,USW00093738,2011-12-01,,,,50,28,2011-12-01,335
700,USW00093738,2011-12-02,,,,57,23,2011-12-02,336
701,USW00093738,2011-12-03,,,,50,26,2011-12-03,337
702,USW00093738,2011-12-04,,,,55,29,2011-12-04,338
703,USW00093738,2011-12-05,,,,59,36,2011-12-05,339
704,USW00093738,2011-12-06,,,,62,56,2011-12-06,340
705,USW00093738,2011-12-07,,,,62,37,2011-12-07,341
706,USW00093738,2011-12-08,,,,45,29,2011-12-08,342
707,USW00093738,2011-12-09,,,,51,25,2011-12-09,343
708,USW00093738,2011-12-10,,,,46,27,2011-12-10,344
709,USW00093738,2011-12-11,,,,42,21,2011-12-11,345
710,USW00093738,2011-12-12,,,,44,19,2011-12-12,346
711,USW00093738,2011-12-13,,,,50,22,2011-12-13,347
712,USW00093738,2011-12-14,,,,49,32,2011-12-14,348
713,USW00093738,2011-12-15,,,,62,42,2011-12-15,349
714,USW00093738,2011-12-16,,,,62,39,2011-12-16,350
715,USW00093738,2011-12-17,,,,40,27,2011-12-17,351
716,USW00093738,2011-12-18,,,,43,26,2011-12-18,352
717,USW00093738,2011-12-19,,,,52,24,2011-12-19,353
718,USW00093738,2011-12-20,,,,56,43,2011-12-20,354
719,USW00093738,2011-12-21,,,,61,44,2011-12-21,355
720,USW00093738,2011-12-22,,,,60,40,2011-12-22,356
721,USW00093738,2011-12-23,,,,50,42,2011-12-23,357
722,USW00093738,2011-12-24,,,,45,28,2011-12-24,358
723,USW00093738,2011-12-25,,,,49,24,2011-12-25,359
724,USW00093738,2011-12-26,,,,48,31,2011-12-26,360
725,USW00093738,2011-12-27,,,,46,38,2011-12-27,361
726,USW00093738,2011-12-28,,,,45,30,2011-12-28,362
727,USW00093738,2011-12-29,,,,41,22,2011-12-29,363
728,USW00093738,2011-12-30,,,,54,26,2011-12-30,364
729,USW00093738,2011-12-31,,,,59,37,2011-12-31,365
730,USW00093738,2012-01-01,,,,57,31,2012-01-01,1
731,USW00093738,2012-01-02,,,,46,29,2012-01-02,2
732,USW00093738,2012-01-03,,,,31,18,2012-01-03,3
733,USW00093738,2012-01-04,,,,33,14,2012-01-04,4
734,USW00093738,2012-01-05,,,,47,25,2012-01-05,5
735,USW00093738,2012-01-06,,,,63,27,2012-01-06,6
736,USW00093738,2012-01-07,,,,64,32,2012-01-07,7
737,USW00093738,2012-01-08,,,,50,30,2012-01-08,8
738,USW00093738,2012-01-09,,,,39,26,2012-01-09,9
739,USW00093738,2012-01-10,,,,53,28,2012-01-10,10
740,USW00093738,2012-01-11,,,,47,24,2012-01-11,11
741,USW00093738,2012-01-12,,,,59,40,2012-01-12,12
742,USW00093738,2012-01-13,,,,52,25,2012-01-13,13
743,USW00093738,2012-01-14,,,,36,23,2012-01-14,14
744,USW00093738,2012-01-15,,,,34,18,2012-01-15,15
745,USW00093738,2012-01-16,,,,41,17,2012-01-16,16
746,USW00093738,2012-01-17,,,,58,40,2012-01-17,17
747,USW00093738,2012-01-18,,,,55,22,2012-01-18,18
748,USW00093738,2012-01-19,,,,38,16,2012-01-19,19
749,USW00093738,2012-01-20,,,,35,25,2012-01-20,20
750,USW00093738,2012-01-21,,,,31,26,2012-01-21,21
751,USW00093738,2012-01-22,,,,31,28,2012-01-22,22
752,USW00093738,2012-01-23,,,,43,30,2012-01-23,23
753,USW00093738,2012-01-24,,,,57,34,2012-01-24,24
754,USW00093738,2012-01-25,,,,50,33,2012-01-25,25
755,USW00093738,2012-01-26,,,,52,40,2012-01-26,26
756,USW00093738,2012-01-27,,,,64,39,2012-01-27,27
757,USW00093738,2012-01-28,,,,54,29,2012-01-28,28
758,USW00093738,2012-01-29,,,,48,29,2012-01-29,29
759,USW00093738,2012-01-30,,,,47,28,2012-01-30,30
760,USW00093738,2012-01-31,,,,66,33,2012-01-31,31
761,USW00093738,2012-02-01,,,,69,50,2012-02-01,32
762,USW00093738,2012-02-02,,,,57,41,2012-02-02,33
763,USW00093738,2012-02-03,,,,50,29,2012-02-03,34
764,USW00093738,2012-02-04,,,,44,26,2012-02-04,35
765,USW00093738,2012-02-05,,,,43,26,2012-02-05,36
766,USW00093738,2012-02-06,,,,52,22,2012-02-06,37
767,USW00093738,2012-02-07,,,,56,34,2012-02-07,38
768,USW00093738,2012-02-08,,,,41,29,2012-02-08,39
769,USW00093738,2012-02-09,,,,46,29,2012-02-09,40
770,USW00093738,2012-02-10,,,,45,29,2012-02-10,41
771,USW00093738,2012-02-11,,,,42,21,2012-02-11,42
772,USW00093738,2012-02-12,,,,31,20,2012-02-12,43
773,USW00093738,2012-02-13,,,,49,17,2012-02-13,44
774,USW00093738,2012-02-14,,,,53,31,2012-02-14,45
775,USW00093738,2012-02-15,,,,53,34,2012-02-15,46
776,USW00093738,2012-02-16,,,,45,34,2012-02-16,47
777,USW00093738,2012-02-17,,,,53,32,2012-02-17,48
778,USW00093738,2012-02-18,,,,59,26,2012-02-18,49
779,USW00093738,2012-02-19,,,,43,35,2012-02-19,50
780,USW00093738,2012-02-20,,,,48,26,2012-02-20,51
781,USW00093738,2012-02-21,,,,50,22,2012-02-21,52
782,USW00093738,2012-02-22,,,,62,35,2012-02-22,53
783,USW00093738,2012-02-23,,,,66,43,2012-02-23,54
784,USW00093738,2012-02-24,,,,58,42,2012-02-24,55
785,USW00093738,2012-02-25,,,,45,33,2012-02-25,56
786,USW00093738,2012-02-26,,,,48,28,2012-02-26,57
787,USW00093738,2012-02-27,,,,64,27,2012-02-27,58
788,USW00093738,2012-02-28,,,,54,37,2012-02-28,59
789,USW00093738,2012-02-29,,,,56,34,2012-02-29,60
790,USW00093738,2012-03-01,,,,67,42,2012-03-01,61
791,USW00093738,2012-03-02,,,,52,30,2012-03-02,62
792,USW00093738,2012-03-03,,,,60,42,2012-03-03,63
793,USW00093738,2012-03-04,,,,47,32,2012-03-04,64
794,USW00093738,2012-03-05,,,,44,26,2012-03-05,65
795,USW00093738,2012-03-06,,,,49,21,2012-03-06,66
796,USW00093738,2012-03-07,,,,68,35,2012-03-07,67
797,USW00093738,2012-03-08,,,,72,53,2012-03-08,68
798,USW00093738,2012-03-09,,,,65,39,2012-03-09,69
799,USW00093738,2012-03-10,,,,47,31,2012-03-10,70
800,USW00093738,2012-03-11,,,,65,31,2012-03-11,71
801,USW00093738,2012-03-12,,,,71,37,2012-03-12,72
802,USW00093738,2012-03-13,,,,80,55,2012-03-13,73
803,USW00093738,2012-03-14,,,,80,46,2012-03-14,74
804,USW00093738,2012-03-15,,,,84,47,2012-03-15,75
805,USW00093738,2012-03-16,,,,62,50,2012-03-16,76
806,USW00093738,2012-03-17,,,,75,45,2012-03-17,77
807,USW00093738,2012-03-18,,,,68,51,2012-03-18,78
808,USW00093738,2012-03-19,,,,76,54,2012-03-19,79
809,USW00093738,2012-03-20,,,,74,55,2012-03-20,80
810,USW00093738,2012-03-21,,,,67,54,2012-03-21,81
811,USW00093738,2012-03-22,,,,80,54,2012-03-22,82
812,USW00093738,2012-03-23,,,,83,54,2012-03-23,83
813,USW00093738,2012-03-24,,,,66,55,2012-03-24,84
814,USW00093738,2012-03-25,,,,63,50,2012-03-25,85
815,USW00093738,2012-03-26,,,,60,40,2012-03-26,86
816,USW00093738,2012-03-27,,,,56,30,2012-03-27,87
817,USW00093738,2012-03-28,,,,73,40,2012-03-28,88
818,USW00093738,2012-03-29,,,,67,46,2012-03-29,89
819,USW00093738,2012-03-30,,,,55,35,2012-03-30,90
820,USW00093738,2012-03-31,,,,66,43,2012-03-31,91
821,USW00093738,2012-04-01,,,,63,46,2012-04-01,92
822,USW00093738,2012-04-02,,,,61,40,2012-04-02,93
823,USW00093738,2012-04-03,,,,72,32,2012-04-03,94
824,USW00093738,2012-04-04,,,,77,45,2012-04-04,95
825,USW00093738,2012-04-05,,,,61,37,2012-04-05,96
826,USW00093738,2012-04-06,,,,61,37,2012-04-06,97
827,USW00093738,2012-04-07,,,,65,30,2012-04-07,98
828,USW00093738,2012-04-08,,,,72,33,2012-04-08,99
829,USW00093738,2012-04-09,,,,66,47,2012-04-09,100
830,USW00093738,2012-04-10,,,,66,39,2012-04-10,101
831,USW00093738,2012-04-11,,,,53,34,2012-04-11,102
832,USW00093738,2012-04-12,,,,61,37,2012-04-12,103
833,USW00093738,2012-04-13,,,,65,34,2012-04-13,104
834,USW00093738,2012-04-14,,,,74,35,2012-04-14,105
835,USW00093738,2012-04-15,,,,83,58,2012-04-15,106
836,USW00093738,2012-04-16,,,,88,61,2012-04-16,107
837,USW00093738,2012-04-17,,,,74,50,2012-04-17,108
838,USW00093738,2012-04-18,,,,58,49,2012-04-18,109
839,USW00093738,2012-04-19,,,,70,46,2012-04-19,110
840,USW00093738,2012-04-20,,,,71,42,2012-04-20,111
841,USW00093738,2012-04-21,,,,81,53,2012-04-21,112
842,USW00093738,2012-04-22,,,,54,43,2012-04-22,113
843,USW00093738,2012-04-23,,,,47,38,2012-04-23,114
844,USW00093738,2012-04-24,,,,63,37,2012-04-24,115
845,USW00093738,2012-04-25,,,,69,31,2012-04-25,116
846,USW00093738,2012-04-26,,,,66,54,2012-04-26,117
847,USW00093738,2012-04-27,,,,62,42,2012-04-27,118
848,USW00093738,2012-04-28,,,,56,36,2012-04-28,119
849,USW00093738,2012-04-29,,,,70,40,2012-04-29,120
850,USW00093738,2012-04-30,,,,65,41,2012-04-30,121
851,USW00093738,2012-05-01,,,,84,57,2012-05-01,122
852,USW00093738,2012-05-02,,,,77,59,2012-05-02,123
853,USW00093738,2012-05-03,,,,84,55,2012-05-03,124
854,USW00093738,2012-05-04,,,,84,60,2012-05-04,125
855,USW00093738,2012-05-05,,,,80,60,2012-05-05,126
856,USW00093738,2012-05-06,,,,71,61,2012-05-06,127
857,USW00093738,2012-05-07,,,,70,58,2012-05-07,128
858,USW00093738,2012-05-08,,,,70,57,2012-05-08,129
859,USW00093738,2012-05-09,,,,73,56,2012-05-09,130
860,USW00093738,2012-05-10,,,,66,50,2012-05-10,131
861,USW00093738,2012-05-11,,,,73,39,2012-05-11,132
862,USW00093738,2012-05-12,,,,77,42,2012-05-12,133
863,USW00093738,2012-05-13,,,,81,57,2012-05-13,134
864,USW00093738,2012-05-14,,,,67,61,2012-05-14,135
865,USW00093738,2012-05-15,,,,80,64,2012-05-15,136
866,USW00093738,2012-05-16,,,,83,57,2012-05-16,137
867,USW00093738,2012-05-17,,,,73,50,2012-05-17,138
868,USW00093738,2012-05-18,,,,75,45,2012-05-18,139
869,USW00093738,2012-05-19,,,,81,48,2012-05-19,140
870,USW00093738,2012-05-20,,,,82,51,2012-05-20,141
871,USW00093738,2012-05-21,,,,70,64,2012-05-21,142
872,USW00093738,2012-05-22,,,,80,63,2012-05-22,143
873,USW00093738,2012-05-23,,,,80,62,2012-05-23,144
874,USW00093738,2012-05-24,,,,81,63,2012-05-24,145
875,USW00093738,2012-05-25,,,,85,66,2012-05-25,146
876,USW00093738,2012-05-26,,,,86,66,2012-05-26,147
877,USW00093738,2012-05-27,,,,86,67,2012-05-27,148
878,USW00093738,2012-05-28,,,,90,66,2012-05-28,149
879,USW00093738,2012-05-29,,,,88,69,2012-05-29,150
880,USW00093738,2012-05-30,,,,85,65,2012-05-30,151
881,USW00093738,2012-05-31,,,,82,64,2012-05-31,152
882,USW00093738,2012-06-01,,,,80,63,2012-06-01,153
883,USW00093738,2012-06-02,,,,73,53,2012-06-02,154
884,USW00093738,2012-06-03,,,,78,50,2012-06-03,155
885,USW00093738,2012-06-04,,,,74,54,2012-06-04,156
886,USW00093738,2012-06-05,,,,70,53,2012-06-05,157
887,USW00093738,2012-06-06,,,,74,51,2012-06-06,158
888,USW00093738,2012-06-07,,,,79,52,2012-06-07,159
889,USW00093738,2012-06-08,,,,83,51,2012-06-08,160
890,USW00093738,2012-06-09,,,,88,56,2012-06-09,161
891,USW00093738,2012-06-10,,,,90,60,2012-06-10,162
892,USW00093738,2012-06-11,,,,87,65,2012-06-11,163
893,USW00093738,2012-06-12,,,,79,68,2012-06-12,164
894,USW00093738,2012-06-13,,,,80,66,2012-06-13,165
895,USW00093738,2012-06-14,,,,81,61,2012-06-14,166
896,USW00093738,2012-06-15,,,,80,59,2012-06-15,167
897,USW00093738,2012-06-16,,,,80,53,2012-06-16,168
898,USW00093738,2012-06-17,,,,77,52,2012-06-17,169
899,USW00093738,2012-06-18,,,,68,61,2012-06-18,170
900,USW00093738,2012-06-19,,,,90,67,2012-06-19,171
901,USW00093738,2012-06-20,,,,94,69,2012-06-20,172
902,USW00093738,2012-06-21,,,,96,69,2012-06-21,173
903,USW00093738,2012-06-22,,,,93,68,2012-06-22,174
904,USW00093738,2012-06-23,,,,87,66,2012-06-23,175
905,USW00093738,2012-06-24,,,,90,62,2012-06-24,176
906,USW00093738,2012-06-25,,,,86,64,2012-06-25,177
907,USW00093738,2012-06-26,,,,80,51,2012-06-26,178
908,USW00093738,2012-06-27,,,,87,54,2012-06-27,179
909,USW00093738,2012-06-28,,,,93,58,2012-06-28,180
910,USW00093738,2012-06-29,,,,102,71,2012-06-29,181
911,USW00093738,2012-06-30,,,,94,70,2012-06-30,182
912,USW00093738,2012-07-01,,,,96,71,2012-07-01,183
913,USW00093738,2012-07-02,,,,92,73,2012-07-02,184
914,USW00093738,2012-07-03,,,,95,68,2012-07-03,185
915,USW00093738,2012-07-04,,,,96,70,2012-07-04,186
916,USW00093738,2012-07-05,,,,98,71,2012-07-05,187
917,USW00093738,2012-07-06,,,,98,76,2012-07-06,188
918,USW00093738,2012-07-07,,,,101,75,2012-07-07,189
919,USW00093738,2012-07-08,,,,101,76,2012-07-08,190
920,USW00093738,2012-07-09,,,,85,71,2012-07-09,191
921,USW00093738,2012-07-10,,,,89,67,2012-07-10,192
922,USW00093738,2012-07-11,,,,89,67,2012-07-11,193
923,USW00093738,2012-07-12,,,,87,63,2012-07-12,194
924,USW00093738,2012-07-13,,,,86,69,2012-07-13,195
925,USW00093738,2012-07-14,,,,87,68,2012-07-14,196
926,USW00093738,2012-07-15,,,,95,73,2012-07-15,197
927,USW00093738,2012-07-16,,,,96,69,2012-07-16,198
928,USW00093738,2012-07-17,,,,99,69,2012-07-17,199
929,USW00093738,2012-07-18,,,,101,73,2012-07-18,200
930,USW00093738,2012-07-19,,,,94,73,2012-07-19,201
931,USW00093738,2012-07-20,,,,83,67,2012-07-20,202
932,USW00093738,2012-07-21,,,,69,65,2012-07-21,203
933,USW00093738,2012-07-22,,,,84,67,2012-07-22,204
934,USW00093738,2012-07-23,,,,89,69,2012-07-23,205
935,USW00093738,2012-07-24,,,,90,71,2012-07-24,206
936,USW00093738,2012-07-25,,,,86,69,2012-07-25,207
937,USW00093738,2012-07-26,,,,98,68,2012-07-26,208
938,USW00093738,2012-07-27,,,,90,72,2012-07-27,209
939,USW00093738,2012-07-28,,,,92,70,2012-07-28,210
940,USW00093738,2012-07-29,,,,89,69,2012-07-29,211
941,USW00093738,2012-07-30,,,,89,65,2012-07-30,212
942,USW00093738,2012-07-31,,,,90,70,2012-07-31,213
943,USW00093738,2012-08-01,,,,88,69,2012-08-01,214
944,USW00093738,2012-08-02,,,,92,68,2012-08-02,215
945,USW00093738,2012-08-03,,,,91,71,2012-08-03,216
946,USW00093738,2012-08-04,,,,94,75,2012-08-04,217
947,USW00093738,2012-08-05,,,,94,73,2012-08-05,218
948,USW00093738,2012-08-06,,,,90,72,2012-08-06,219
949,USW00093738,2012-08-07,,,,89,72,2012-08-07,220
950,USW00093738,2012-08-08,,,,89,71,2012-08-08,221
951,USW00093738,2012-08-09,,,,94,68,2012-08-09,222
952,USW00093738,2012-08-10,,,,86,69,2012-08-10,223
953,USW00093738,2012-08-11,,,,88,67,2012-08-11,224
954,USW00093738,2012-08-12,,,,85,69,2012-08-12,225
955,USW00093738,2012-08-13,,,,88,65,2012-08-13,226
956,USW00093738,2012-08-14,,,,88,70,2012-08-14,227
957,USW00093738,2012-08-15,,,,84,66,2012-08-15,228
958,USW00093738,2012-08-16,,,,87,65,2012-08-16,229
959,USW00093738,2012-08-17,,,,93,63,2012-08-17,230
960,USW00093738,2012-08-18,,,,84,66,2012-08-18,231
961,USW00093738,2012-08-19,,,,76,66,2012-08-19,232
962,USW00093738,2012-08-20,,,,80,64,2012-08-20,233
963,USW00093738,2012-08-21,,,,83,60,2012-08-21,234
964,USW00093738,2012-08-22,,,,85,62,2012-08-22,235
965,USW00093738,2012-08-23,,,,87,62,2012-08-23,236
966,USW00093738,2012-08-24,,,,87,63,2012-08-24,237
967,USW00093738,2012-08-25,,,,79,69,2012-08-25,238
968,USW00093738,2012-08-26,,,,82,68,2012-08-26,239
969,USW00093738,2012-08-27,,,,88,67,2012-08-27,240
970,USW00093738,2012-08-28,,,,89,66,2012-08-28,241
971,USW00093738,2012-08-29,,,,85,62,2012-08-29,242
972,USW00093738,2012-08-30,,,,89,61,2012-08-30,243
973,USW00093738,2012-08-31,,,,95,63,2012-08-31,244
974,USW00093738,2012-09-01,,,,92,70,2012-09-01,245
975,USW00093738,2012-09-02,,,,83,71,2012-09-02,246
976,USW00093738,2012-09-03,,,,84,73,2012-09-03,247
977,USW00093738,2012-09-04,,,,88,71,2012-09-04,248
978,USW00093738,2012-09-05,,,,91,72,2012-09-05,249
979,USW00093738,2012-09-06,,,,86,70,2012-09-06,250
980,USW00093738,2012-09-07,,,,91,65,2012-09-07,251
981,USW00093738,2012-09-08,,,,91,62,2012-09-08,252
982,USW00093738,2012-09-09,,,,79,59,2012-09-09,253
983,USW00093738,2012-09-10,,,,76,52,2012-09-10,254
984,USW00093738,2012-09-11,,,,78,46,2012-09-11,255
985,USW00093738,2012-09-12,,,,81,47,2012-09-12,256
986,USW00093738,2012-09-13,,,,82,50,2012-09-13,257
987,USW00093738,2012-09-14,,,,82,50,2012-09-14,258
988,USW00093738,2012-09-15,,,,78,51,2012-09-15,259
989,USW00093738,2012-09-16,,,,75,50,2012-09-16,260
990,USW00093738,2012-09-17,,,,72,47,2012-09-17,261
991,USW00093738,2012-09-18,,,,77,62,2012-09-18,262
992,USW00093738,2012-09-19,,,,70,49,2012-09-19,263
993,USW00093738,2012-09-20,,,,75,46,2012-09-20,264
994,USW00093738,2012-09-21,,,,79,51,2012-09-21,265
995,USW00093738,2012-09-22,,,,85,63,2012-09-22,266
996,USW00093738,2012-09-23,,,,68,48,2012-09-23,267
997,USW00093738,2012-09-24,,,,68,45,2012-09-24,268
998,USW00093738,2012-09-25,,,,76,45,2012-09-25,269
999,USW00093738,2012-09-26,,,,83,60,2012-09-26,270
1000,USW00093738,2012-09-27,,,,84,61,2012-09-27,271
1001,USW00093738,2012-09-28,,,,77,61,2012-09-28,272
1002,USW00093738,2012-09-29,,,,70,50,2012-09-29,273
1003,USW00093738,2012-09-30,,,,73,45,2012-09-30,274
1004,USW00093738,2012-10-01,,,,70,45,2012-10-01,275
1005,USW00093738,2012-10-02,,,,67,60,2012-10-02,276
1006,USW00093738,2012-10-03,,,,81,64,2012-10-03,277
1007,USW00093738,2012-10-04,,,,80,58,2012-10-04,278
1008,USW00093738,2012-10-05,,,,81,52,2012-10-05,279
1009,USW00093738,2012-10-06,,,,77,51,2012-10-06,280
1010,USW00093738,2012-10-07,,,,52,42,2012-10-07,281
1011,USW00093738,2012-10-08,,,,51,37,2012-10-08,282
1012,USW00093738,2012-10-09,,,,62,45,2012-10-09,283
1013,USW00093738,2012-10-10,,,,69,48,2012-10-10,284
1014,USW00093738,2012-10-11,,,,61,41,2012-10-11,285
1015,USW00093738,2012-10-12,,,,64,36,2012-10-12,286
1016,USW00093738,2012-10-13,,,,59,30,2012-10-13,287
1017,USW00093738,2012-10-14,,,,74,43,2012-10-14,288
1018,USW00093738,2012-10-15,,,,70,53,2012-10-15,289
1019,USW00093738,2012-10-16,,,,64,39,2012-10-16,290
1020,USW00093738,2012-10-17,,,,67,37,2012-10-17,291
1021,USW00093738,2012-10-18,,,,71,50,2012-10-18,292
1022,USW00093738,2012-10-19,,,,72,52,2012-10-19,293
1023,USW00093738,2012-10-20,,,,67,43,2012-10-20,294
1024,USW00093738,2012-10-21,,,,65,39,2012-10-21,295
1025,USW00093738,2012-10-22,,,,72,36,2012-10-22,296
1026,USW00093738,2012-10-23,,,,79,46,2012-10-23,297
1027,USW00093738,2012-10-24,,,,81,53,2012-10-24,298
1028,USW00093738,2012-10-25,,,,70,57,2012-10-25,299
1029,USW00093738,2012-10-26,,,,69,60,2012-10-26,300
1030,USW00093738,2012-10-27,,,,69,58,2012-10-27,301
1031,USW00093738,2012-10-28,,,,59,52,2012-10-28,302
1032,USW00093738,2012-10-29,,,,52,42,2012-10-29,303
